,顾客,客户价值分类
23,C10079,重要价值客户
32,C10101,重要价值客户
36,C10111,重要价值客户
39,C10116,重要价值客户
40,C10119,重要价值客户
44,C10131,重要价值客户
62,C10197,重要价值客户
64,C10218,重要价值客户
65,C10219,重要价值客户
69,C10242,重要价值客户
82,C10306,重要价值客户
95,C10370,重要价值客户
104,C10432,重要价值客户
105,C10446,重要价值客户
114,C10475,重要价值客户
121,C10516,重要价值客户
136,C10588,重要价值客户
138,C10600,重要价值客户
141,C10609,重要价值客户
148,C10639,重要价值客户
160,C10703,重要价值客户
171,C1077,重要价值客户
207,C10879,重要价值客户
212,C10902,重要价值客户
222,C10954,重要价值客户
247,C11021,重要价值客户
248,C11024,重要价值客户
249,C11039,重要价值客户
252,C11055,重要价值客户
264,C111,重要价值客户
267,C11109,重要价值客户
280,C11159,重要价值客户
296,C11235,重要价值客户
304,C11279,重要价值客户
306,C11288,重要价值客户
307,C11292,重要价值客户
309,C11298,重要价值客户
341,C11462,重要价值客户
345,C11475,重要价值客户
348,C11482,重要价值客户
352,C11494,重要价值客户
359,C11519,重要价值客户
381,C11572,重要价值客户
383,C11584,重要价值客户
386,C11603,重要价值客户
395,C11628,重要价值客户
433,C11749,重要价值客户
435,C11756,重要价值客户
439,C11771,重要价值客户
456,C11832,重要价值客户
463,C11885,重要价值客户
478,C11938,重要价值客户
481,C1195,重要价值客户
496,C11995,重要价值客户
525,C12098,重要价值客户
526,C12102,重要价值客户
527,C12108,重要价值客户
531,C12127,重要价值客户
545,C12184,重要价值客户
551,C12204,重要价值客户
571,C12272,重要价值客户
577,C12295,重要价值客户
588,C12352,重要价值客户
595,C12367,重要价值客户
602,C12400,重要价值客户
609,C12435,重要价值客户
614,C12455,重要价值客户
619,C1247,重要价值客户
623,C12476,重要价值客户
627,C12483,重要价值客户
629,C12489,重要价值客户
642,C12523,重要价值客户
652,C12548,重要价值客户
661,C12568,重要价值客户
666,C1258,重要价值客户
673,C12600,重要价值客户
674,C12601,重要价值客户
683,C12649,重要价值客户
704,C12750,重要价值客户
723,C1284,重要价值客户
725,C12843,重要价值客户
728,C12860,重要价值客户
729,C12879,重要价值客户
730,C12882,重要价值客户
731,C12885,重要价值客户
737,C12906,重要价值客户
738,C12913,重要价值客户
744,C12934,重要价值客户
745,C12938,重要价值客户
749,C12947,重要价值客户
760,C12973,重要价值客户
769,C12999,重要价值客户
777,C13032,重要价值客户
782,C13052,重要价值客户
787,C13078,重要价值客户
789,C13093,重要价值客户
811,C13167,重要价值客户
814,C13172,重要价值客户
820,C13183,重要价值客户
843,C13332,重要价值客户
860,C13386,重要价值客户
861,C13387,重要价值客户
868,C13403,重要价值客户
874,C13425,重要价值客户
881,C13439,重要价值客户
892,C13472,重要价值客户
896,C13493,重要价值客户
898,C13497,重要价值客户
909,C13541,重要价值客户
920,C13563,重要价值客户
921,C13565,重要价值客户
929,C13603,重要价值客户
930,C13609,重要价值客户
935,C13638,重要价值客户
941,C13680,重要价值客户
950,C13708,重要价值客户
972,C13846,重要价值客户
973,C1385,重要价值客户
983,C13902,重要价值客户
984,C13903,重要价值客户
994,C13931,重要价值客户
1002,C1396,重要价值客户
1022,C14019,重要价值客户
1023,C14023,重要价值客户
1029,C14048,重要价值客户
1038,C14083,重要价值客户
1045,C1410,重要价值客户
1050,C14112,重要价值客户
1059,C14146,重要价值客户
1062,C14153,重要价值客户
1064,C14158,重要价值客户
1070,C14184,重要价值客户
1106,C14305,重要价值客户
1107,C14314,重要价值客户
1117,C14348,重要价值客户
1119,C14350,重要价值客户
1134,C14403,重要价值客户
1152,C14453,重要价值客户
1161,C14491,重要价值客户
1166,C14504,重要价值客户
1180,C14577,重要价值客户
1184,C14599,重要价值客户
1186,C14604,重要价值客户
1194,C14625,重要价值客户
1196,C14632,重要价值客户
1199,C14637,重要价值客户
1205,C1468,重要价值客户
1235,C14790,重要价值客户
1237,C14795,重要价值客户
1256,C14875,重要价值客户
1271,C14945,重要价值客户
1282,C14996,重要价值客户
1283,C14998,重要价值客户
1289,C15010,重要价值客户
1293,C15026,重要价值客户
1305,C15084,重要价值客户
1310,C1510,重要价值客户
1313,C15105,重要价值客户
1314,C15111,重要价值客户
1315,C15120,重要价值客户
1328,C15162,重要价值客户
1331,C15177,重要价值客户
1344,C1523,重要价值客户
1356,C15278,重要价值客户
1365,C15298,重要价值客户
1366,C15303,重要价值客户
1367,C15305,重要价值客户
1371,C1533,重要价值客户
1374,C15344,重要价值客户
1384,C15375,重要价值客户
1392,C15385,重要价值客户
1393,C15386,重要价值客户
1395,C15393,重要价值客户
1396,C15399,重要价值客户
1400,C15423,重要价值客户
1406,C15438,重要价值客户
1415,C15472,重要价值客户
1421,C15504,重要价值客户
1423,C1551,重要价值客户
1437,C15562,重要价值客户
1453,C15641,重要价值客户
1457,C15670,重要价值客户
1472,C15754,重要价值客户
1476,C15770,重要价值客户
1478,C15779,重要价值客户
1480,C15786,重要价值客户
1481,C15788,重要价值客户
1485,C15797,重要价值客户
1486,C1580,重要价值客户
1541,C16026,重要价值客户
1555,C1607,重要价值客户
1563,C16093,重要价值客户
1565,C16097,重要价值客户
1573,C16119,重要价值客户
1575,C16123,重要价值客户
1591,C16211,重要价值客户
1596,C1623,重要价值客户
1597,C16234,重要价值客户
1602,C16258,重要价值客户
1607,C16281,重要价值客户
1617,C16331,重要价值客户
1625,C16363,重要价值客户
1640,C16415,重要价值客户
1654,C16466,重要价值客户
1655,C16467,重要价值客户
1665,C16498,重要价值客户
1668,C16517,重要价值客户
1672,C16542,重要价值客户
1673,C16543,重要价值客户
1694,C16607,重要价值客户
1701,C16640,重要价值客户
1705,C16660,重要价值客户
1721,C16715,重要价值客户
1723,C16719,重要价值客户
1743,C16809,重要价值客户
1750,C16833,重要价值客户
1751,C16838,重要价值客户
1755,C16843,重要价值客户
1757,C16853,重要价值客户
1759,C16863,重要价值客户
1764,C1689,重要价值客户
1775,C16944,重要价值客户
1778,C1695,重要价值客户
1799,C17038,重要价值客户
1800,C17041,重要价值客户
1817,C17104,重要价值客户
1818,C1711,重要价值客户
1821,C17125,重要价值客户
1825,C17144,重要价值客户
1828,C17151,重要价值客户
1842,C1722,重要价值客户
1848,C17255,重要价值客户
1851,C1726,重要价值客户
1864,C17310,重要价值客户
1868,C17319,重要价值客户
1872,C17324,重要价值客户
1874,C17339,重要价值客户
1889,C1741,重要价值客户
1891,C17421,重要价值客户
1899,C17445,重要价值客户
1911,C17482,重要价值客户
1939,C17585,重要价值客户
1941,C1760,重要价值客户
1943,C17606,重要价值客户
1951,C1765,重要价值客户
1967,C17718,重要价值客户
1969,C17725,重要价值客户
1981,C17759,重要价值客户
1987,C17786,重要价值客户
1991,C17799,重要价值客户
2026,C17914,重要价值客户
2027,C17915,重要价值客户
2029,C1794,重要价值客户
2053,C18036,重要价值客户
2054,C18043,重要价值客户
2056,C18046,重要价值客户
2063,C18087,重要价值客户
2079,C1817,重要价值客户
2082,C18175,重要价值客户
2102,C18271,重要价值客户
2111,C18300,重要价值客户
2126,C18359,重要价值客户
2146,C18423,重要价值客户
2159,C1848,重要价值客户
2165,C18496,重要价值客户
2178,C18532,重要价值客户
2183,C18573,重要价值客户
2198,C18614,重要价值客户
2201,C18619,重要价值客户
2206,C1863,重要价值客户
2207,C18638,重要价值客户
2216,C1868,重要价值客户
2223,C18700,重要价值客户
2233,C1874,重要价值客户
2237,C18764,重要价值客户
2241,C18772,重要价值客户
2242,C18777,重要价值客户
2270,C1890,重要价值客户
2273,C18912,重要价值客户
2274,C18915,重要价值客户
2281,C1893,重要价值客户
2283,C18944,重要价值客户
2294,C18971,重要价值客户
2315,C19060,重要价值客户
2317,C19066,重要价值客户
2323,C1909,重要价值客户
2331,C19124,重要价值客户
2333,C19126,重要价值客户
2361,C19219,重要价值客户
2364,C19226,重要价值客户
2385,C19320,重要价值客户
2387,C19329,重要价值客户
2392,C19352,重要价值客户
2395,C19369,重要价值客户
2400,C19391,重要价值客户
2402,C19395,重要价值客户
2419,C19448,重要价值客户
2429,C19500,重要价值客户
2441,C19561,重要价值客户
2448,C19597,重要价值客户
2451,C19613,重要价值客户
2453,C19627,重要价值客户
2459,C1965,重要价值客户
2463,C19667,重要价值客户
2466,C19690,重要价值客户
2467,C19699,重要价值客户
2479,C19737,重要价值客户
2480,C19740,重要价值客户
2495,C1980,重要价值客户
2497,C19802,重要价值客户
2498,C19808,重要价值客户
2503,C19821,重要价值客户
2512,C19858,重要价值客户
2514,C19861,重要价值客户
2525,C19909,重要价值客户
2551,C20017,重要价值客户
2559,C20073,重要价值客户
2563,C20088,重要价值客户
2566,C20109,重要价值客户
2567,C20111,重要价值客户
2589,C20201,重要价值客户
2597,C20242,重要价值客户
2600,C20250,重要价值客户
2608,C20307,重要价值客户
2610,C20316,重要价值客户
2611,C20317,重要价值客户
2630,C20400,重要价值客户
2636,C20420,重要价值客户
2637,C20422,重要价值客户
2678,C20594,重要价值客户
2692,C20656,重要价值客户
2693,C2066,重要价值客户
2714,C20732,重要价值客户
2734,C20797,重要价值客户
2751,C20873,重要价值客户
2753,C20892,重要价值客户
2760,C20922,重要价值客户
2766,C20941,重要价值客户
2774,C20964,重要价值客户
2777,C20974,重要价值客户
2778,C20976,重要价值客户
2808,C2107,重要价值客户
2820,C21122,重要价值客户
2823,C21132,重要价值客户
2831,C21176,重要价值客户
2854,C2124,重要价值客户
2861,C21254,重要价值客户
2863,C21281,重要价值客户
2872,C21321,重要价值客户
2876,C21345,重要价值客户
2880,C21365,重要价值客户
2900,C21446,重要价值客户
2901,C21447,重要价值客户
2904,C21459,重要价值客户
2935,C2159,重要价值客户
2967,C21694,重要价值客户
2979,C21730,重要价值客户
2981,C21739,重要价值客户
2985,C21759,重要价值客户
2990,C21770,重要价值客户
3007,C21838,重要价值客户
3011,C21847,重要价值客户
3023,C21892,重要价值客户
3033,C21922,重要价值客户
3036,C21934,重要价值客户
3039,C21950,重要价值客户
3049,C22013,重要价值客户
3059,C22061,重要价值客户
3063,C22085,重要价值客户
3075,C2215,重要价值客户
3100,C22264,重要价值客户
3102,C22268,重要价值客户
3117,C22306,重要价值客户
3121,C22319,重要价值客户
3122,C22332,重要价值客户
3124,C22348,重要价值客户
3125,C22349,重要价值客户
3156,C22444,重要价值客户
3157,C22448,重要价值客户
3160,C22461,重要价值客户
3189,C22586,重要价值客户
3190,C22590,重要价值客户
3192,C22596,重要价值客户
3203,C22637,重要价值客户
3207,C22649,重要价值客户
3212,C2266,重要价值客户
3214,C22665,重要价值客户
3215,C22666,重要价值客户
3238,C22749,重要价值客户
3239,C2275,重要价值客户
3241,C22753,重要价值客户
3242,C22754,重要价值客户
3252,C22794,重要价值客户
3257,C22802,重要价值客户
3259,C22815,重要价值客户
3262,C22824,重要价值客户
3263,C22825,重要价值客户
3267,C22841,重要价值客户
3273,C22861,重要价值客户
3279,C22883,重要价值客户
3282,C22893,重要价值客户
3289,C22924,重要价值客户
3298,C2295,重要价值客户
3304,C22973,重要价值客户
3323,C23060,重要价值客户
3328,C23074,重要价值客户
3329,C23075,重要价值客户
3337,C23105,重要价值客户
3344,C23124,重要价值客户
3350,C23149,重要价值客户
3385,C23286,重要价值客户
3397,C23338,重要价值客户
3398,C23340,重要价值客户
3410,C23380,重要价值客户
3423,C23443,重要价值客户
3426,C23454,重要价值客户
3428,C23465,重要价值客户
3435,C23487,重要价值客户
3438,C23490,重要价值客户
3474,C2405,重要价值客户
3478,C2429,重要价值客户
3480,C2432,重要价值客户
3482,C244,重要价值客户
3488,C246,重要价值客户
3489,C2460,重要价值客户
3494,C2484,重要价值客户
3496,C2499,重要价值客户
3502,C252,重要价值客户
3507,C2534,重要价值客户
3508,C2536,重要价值客户
3516,C2564,重要价值客户
3526,C2601,重要价值客户
3544,C2664,重要价值客户
3549,C2717,重要价值客户
3559,C2759,重要价值客户
3561,C2760,重要价值客户
3568,C2798,重要价值客户
3585,C2881,重要价值客户
3590,C2908,重要价值客户
3593,C2921,重要价值客户
3595,C2928,重要价值客户
3597,C2931,重要价值客户
3599,C2945,重要价值客户
3604,C2957,重要价值客户
3613,C2998,重要价值客户
3616,C300,重要价值客户
3630,C3044,重要价值客户
3631,C3049,重要价值客户
3632,C3051,重要价值客户
3644,C31,重要价值客户
3647,C313,重要价值客户
3649,C3139,重要价值客户
3652,C3146,重要价值客户
3659,C3176,重要价值客户
3662,C3184,重要价值客户
3666,C3195,重要价值客户
3671,C3206,重要价值客户
3676,C323,重要价值客户
3683,C328,重要价值客户
3684,C3283,重要价值客户
3685,C3285,重要价值客户
3695,C3314,重要价值客户
3700,C3332,重要价值客户
3704,C3350,重要价值客户
3705,C3356,重要价值客户
3706,C3362,重要价值客户
3715,C3400,重要价值客户
3728,C3428,重要价值客户
3731,C344,重要价值客户
3741,C3475,重要价值客户
3742,C3476,重要价值客户
3746,C3486,重要价值客户
3749,C3496,重要价值客户
3756,C3536,重要价值客户
3761,C3559,重要价值客户
3773,C3619,重要价值客户
3776,C3638,重要价值客户
3793,C3694,重要价值客户
3795,C3701,重要价值客户
3798,C3713,重要价值客户
3805,C3733,重要价值客户
3808,C374,重要价值客户
3838,C387,重要价值客户
3842,C3882,重要价值客户
3846,C389,重要价值客户
3850,C3901,重要价值客户
3865,C398,重要价值客户
3866,C3981,重要价值客户
3867,C3982,重要价值客户
3869,C3985,重要价值客户
3894,C4066,重要价值客户
3896,C4072,重要价值客户
3916,C4145,重要价值客户
3951,C4272,重要价值客户
3954,C4277,重要价值客户
3963,C4302,重要价值客户
3989,C4410,重要价值客户
3991,C4416,重要价值客户
3996,C4440,重要价值客户
4003,C4459,重要价值客户
4008,C4476,重要价值客户
4012,C4493,重要价值客户
4018,C4520,重要价值客户
4021,C4532,重要价值客户
4050,C4683,重要价值客户
4069,C4776,重要价值客户
4088,C485,重要价值客户
4103,C4903,重要价值客户
4105,C4906,重要价值客户
4121,C4983,重要价值客户
4122,C4985,重要价值客户
4123,C4988,重要价值客户
4125,C499,重要价值客户
4127,C4993,重要价值客户
4128,C4995,重要价值客户
4142,C5050,重要价值客户
4161,C5112,重要价值客户
4182,C5180,重要价值客户
4192,C5213,重要价值客户
4193,C5223,重要价值客户
4201,C5246,重要价值客户
4208,C5274,重要价值客户
4217,C5303,重要价值客户
4236,C5403,重要价值客户
4243,C5436,重要价值客户
4244,C5437,重要价值客户
4246,C5444,重要价值客户
4255,C5477,重要价值客户
4266,C5527,重要价值客户
4277,C5600,重要价值客户
4280,C5608,重要价值客户
4281,C561,重要价值客户
4282,C5610,重要价值客户
4286,C564,重要价值客户
4292,C5658,重要价值客户
4297,C567,重要价值客户
4314,C5731,重要价值客户
4319,C5740,重要价值客户
4322,C5749,重要价值客户
4329,C5804,重要价值客户
4335,C5845,重要价值客户
4336,C5847,重要价值客户
4341,C5867,重要价值客户
4342,C5868,重要价值客户
4347,C5883,重要价值客户
4352,C5906,重要价值客户
4356,C5917,重要价值客户
4363,C5956,重要价值客户
4369,C5981,重要价值客户
4382,C6042,重要价值客户
4387,C6057,重要价值客户
4399,C6089,重要价值客户
4408,C6120,重要价值客户
4415,C6145,重要价值客户
4418,C6153,重要价值客户
4428,C6187,重要价值客户
4430,C619,重要价值客户
4435,C6218,重要价值客户
4436,C6225,重要价值客户
4452,C6285,重要价值客户
4470,C635,重要价值客户
4475,C6375,重要价值客户
4480,C6394,重要价值客户
4489,C6423,重要价值客户
4492,C643,重要价值客户
4497,C6482,重要价值客户
4502,C6494,重要价值客户
4507,C6500,重要价值客户
4512,C6526,重要价值客户
4519,C6562,重要价值客户
4523,C6569,重要价值客户
4527,C659,重要价值客户
4532,C663,重要价值客户
4539,C6674,重要价值客户
4541,C6690,重要价值客户
4555,C6761,重要价值客户
4564,C6799,重要价值客户
4570,C6833,重要价值客户
4575,C6866,重要价值客户
4582,C6888,重要价值客户
4608,C6996,重要价值客户
4614,C7029,重要价值客户
4623,C7066,重要价值客户
4629,C710,重要价值客户
4631,C711,重要价值客户
4637,C7130,重要价值客户
4640,C7144,重要价值客户
4641,C7145,重要价值客户
4651,C7193,重要价值客户
4653,C7203,重要价值客户
4655,C7213,重要价值客户
4660,C7232,重要价值客户
4664,C7246,重要价值客户
4667,C7259,重要价值客户
4669,C7274,重要价值客户
4675,C729,重要价值客户
4684,C7310,重要价值客户
4690,C7329,重要价值客户
4714,C7426,重要价值客户
4717,C7443,重要价值客户
4728,C7471,重要价值客户
4752,C7562,重要价值客户
4757,C758,重要价值客户
4760,C7592,重要价值客户
4785,C7713,重要价值客户
4809,C7801,重要价值客户
4827,C7856,重要价值客户
4831,C7871,重要价值客户
4835,C790,重要价值客户
4840,C7931,重要价值客户
4841,C7935,重要价值客户
4852,C7969,重要价值客户
4853,C797,重要价值客户
4856,C7983,重要价值客户
4859,C7991,重要价值客户
4866,C8009,重要价值客户
4870,C8017,重要价值客户
4872,C8022,重要价值客户
4875,C8035,重要价值客户
4891,C808,重要价值客户
4900,C8125,重要价值客户
4906,C8144,重要价值客户
4912,C8162,重要价值客户
4917,C8187,重要价值客户
4919,C8192,重要价值客户
4925,C8218,重要价值客户
4937,C8250,重要价值客户
4955,C8328,重要价值客户
4969,C8398,重要价值客户
4977,C8442,重要价值客户
4982,C8458,重要价值客户
4991,C8481,重要价值客户
4995,C8496,重要价值客户
5022,C8601,重要价值客户
5045,C8688,重要价值客户
5057,C8736,重要价值客户
5070,C8797,重要价值客户
5078,C8830,重要价值客户
5079,C8832,重要价值客户
5088,C8875,重要价值客户
5100,C8925,重要价值客户
5107,C8950,重要价值客户
5108,C8956,重要价值客户
5111,C8969,重要价值客户
5118,C8992,重要价值客户
5119,C8993,重要价值客户
5138,C9092,重要价值客户
5140,C9112,重要价值客户
5143,C9120,重要价值客户
5154,C9172,重要价值客户
5156,C9177,重要价值客户
5157,C9179,重要价值客户
5159,C9181,重要价值客户
5164,C9208,重要价值客户
5191,C9299,重要价值客户
5199,C9340,重要价值客户
5206,C9368,重要价值客户
5214,C9392,重要价值客户
5226,C9446,重要价值客户
5240,C95,重要价值客户
5247,C9531,重要价值客户
5260,C96,重要价值客户
5270,C9644,重要价值客户
5282,C9681,重要价值客户
5285,C9698,重要价值客户
5296,C9739,重要价值客户
5297,C9740,重要价值客户
5303,C9750,重要价值客户
5315,C9797,重要价值客户
5318,C980,重要价值客户
5321,C9808,重要价值客户
5324,C9812,重要价值客户
5328,C9827,重要价值客户
5340,C9869,重要价值客户
5345,C9886,重要价值客户
5351,C9908,重要价值客户
